"Realized Gain/Loss - Lot Details for ...844 as of Sat Oct 05  03:10:41 EDT 2024 from 01/01/2022 to 10/05/2024","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"NVDL 12/20/2024 39.00 P","PUT GRNITSHR 1.5X LNG NVDA $39 EXP 12/20/24","07/31/2024","07/31/2024","1","$5.69","$8.31","$569.32","$830.66","-$261.34","-45.903885336893%","","-$261.34","Short Term","$830.66","No","","07/30/2024","","","","","","",""
"NVDL 12/20/2024 39.00 P","PUT GRNITSHR 1.5X LNG NVDA $39 EXP 12/20/24","07/31/2024","07/31/2024","3","$14.79","$8.31","$4,437.97","$2,491.98","$1,945.99","43.848651523106%","","$1,945.99","Short Term","$2,491.98","No","","07/30/2024","","","","","","",""
"NVDL 12/20/2024 40.00 C","CALL GRNITSHR 1.5X LNG NVDA $40 EXP 12/20/24","07/31/2024","07/31/2024","1","$40.69","$17.21","$4,069.23","$1,720.66","$2,348.57","57.715341723127%","","$2,348.57","Short Term","$1,720.66","No","","07/30/2024","","","","","","",""
"NVDL 12/20/2024 40.00 C","CALL GRNITSHR 1.5X LNG NVDA $40 EXP 12/20/24","07/31/2024","07/31/2024","1","$6.30","$17.21","$630.33","$1,720.66","-$1,090.33","-172.977646629543%","","-$1,090.33","Short Term","$1,720.66","No","","07/30/2024","","","","","","",""
"NVDL 12/20/2024 43.00 C","CALL GRNITSHR 1.5X LNG NVDA $43 EXP 12/20/24","07/31/2024","07/31/2024","1","$30.99","$15.80","$3,099.25","$1,579.66","$1,519.59","49.030894571267%","","$1,519.59","Short Term","$1,579.66","No","","07/30/2024","","","","","","",""
"NVDA 09/20/2024 50.00 C","CALL NVIDIA CORP $50 EXP 09/20/24","07/29/2024","07/29/2024","1","$30.40","$63.50","$3,040.31","$6,349.66","-$3,309.35","-108.849097624913%","","-$3,309.35","Short Term","$6,349.66","No","","07/26/2024","","","","","","",""
"NVDL 08/02/2024 69.00 C","CALL GRNITSHR 1.5X LNG NVDA $69 EXP 08/02/24","07/29/2024","07/29/2024","2","$1.09","$0.33","$218.66","$65.32","$153.34","70.127138022501%","","$153.34","Short Term","$65.32","No","","07/26/2024","","","","","","",""
"NVDL 08/16/2024 80.00 C","CALL GRNITSHR 1.5X LNG NVDA $80 EXP 08/16/24","07/29/2024","07/29/2024","1","$2.59","$0.61","$259.33","$60.66","$198.67","76.608953842594%","","$198.67","Short Term","$60.66","No","","07/26/2024","","","","","","",""
"NVDL 08/16/2024 80.00 C","CALL GRNITSHR 1.5X LNG NVDA $80 EXP 08/16/24","07/29/2024","07/29/2024","1","$1.94","$0.61","$194.33","$60.66","$133.67","68.78505634745%","","$133.67","Short Term","$60.66","No","","07/26/2024","","","","","","",""
"NVDL 09/20/2024 30.83 P","PUT GRNITSHR 1.5X LNG NVDA $30.83 EXP 09/20/24","07/29/2024","07/29/2024","6","$7.52","$1.11","$4,513.30","$663.97","$3,849.33","85.288591496244%","","$3,849.33","Short Term","$663.97","No","","07/26/2024","","","","","","",""
"NVDL 12/20/2024 55.00 C","CALL GRNITSHR 1.5X LNG NVDA $55 EXP 12/20/24","07/29/2024","07/29/2024","1","$25.85","$16.66","$2,585.27","$1,665.66","$919.61","35.571139571495%","","$919.61","Short Term","$1,665.66","No","","07/26/2024","","","","","","",""
"BABA1 09/20/2024 77.50 C","CALL ALIBABA GROUP HLDG LTD $77.5 EXP 09/20/24","07/26/2024","07/26/2024","2","$12.59","$4.03","$2,518.65","$805.32","$1,713.33","68.025728068608%","","$1,713.33","Short Term","$805.32","No","","07/25/2024","","","","","","",""
"BABA1 10/18/2024 75.00 C","CALL ALIBABA GROUP HLDG LTD $75 EXP 10/18/24","07/26/2024","07/26/2024","1","$5.38","$5.91","$538.34","$590.66","-$52.32","-9.718765092692%","","-$52.32","Short Term","$590.66","No","","07/25/2024","","","","","","",""
"BABA1 10/18/2024 75.00 C","CALL ALIBABA GROUP HLDG LTD $75 EXP 10/18/24","07/26/2024","07/26/2024","1","$5.39","$5.91","$539.34","$590.66","-$51.32","-9.515333555827%","","-$51.32","Short Term","$590.66","No","","07/25/2024","","","","","","",""
"BABA1 10/18/2024 75.00 C","CALL ALIBABA GROUP HLDG LTD $75 EXP 10/18/24","07/26/2024","07/26/2024","2","$5.36","$5.91","$1,072.66","$1,181.32","-$108.66","-10.129957302407%","","-$108.66","Short Term","$1,181.32","No","","07/25/2024","","","","","","",""
"BABA1 10/18/2024 75.00 C","CALL ALIBABA GROUP HLDG LTD $75 EXP 10/18/24","07/26/2024","07/26/2024","6","$6.33","$5.91","$3,799.98","$3,543.97","$256.01","6.737140721793%","","$256.01","Short Term","$3,543.97","No","","07/25/2024","","","","","","",""
"NVDL 08/02/2024 66.00 P","PUT GRNITSHR 1.5X LNG NVDA $66 EXP 08/02/24","07/26/2024","07/26/2024","1","$4.80","$8.81","$480.33","$880.66","-$400.33","-83.344783794475%","","-$400.33","Short Term","$880.66","No","","07/25/2024","","","","","","",""
"NVDL 08/02/2024 75.00 C","CALL GRNITSHR 1.5X LNG NVDA $75 EXP 08/02/24","07/26/2024","07/26/2024","2","$1.29","$0.26","$258.66","$51.32","$207.34","80.159282455733%","","$207.34","Short Term","$51.32","No","","07/25/2024","","","","","","",""
"NVDL 08/23/2024 65.00 C","CALL GRNITSHR 1.5X LNG NVDA $65 EXP 08/23/24","07/26/2024","07/26/2024","1","$6.59","$5.04","$659.32","$503.66","$155.66","23.609173087423%","","$155.66","Short Term","$503.66","No","","07/25/2024","","","","","","",""
"NVDL 12/20/2024 50.00 C","CALL GRNITSHR 1.5X LNG NVDA $50 EXP 12/20/24","07/26/2024","07/26/2024","3","$37.69","$20.26","$11,307.70","$6,076.98","$5,230.72","46.258036559159%","","$5,230.72","Short Term","$6,076.98","No","","07/25/2024","","","","","","",""
"NVDL 07/26/2024 70.00 C","CALL GRNITSHR 1.5X LNG NVDA $70 EXP 07/26/24","07/25/2024","07/25/2024","1","$1.04","$0.13","$104.34","$12.66","$91.68","87.86658999425%","","$91.68","Short Term","$12.66","No","","07/24/2024","","","","","","",""
"NVDL 07/26/2024 70.00 C","CALL GRNITSHR 1.5X LNG NVDA $70 EXP 07/26/24","07/25/2024","07/25/2024","1","$1.09","$0.13","$109.34","$12.66","$96.68","88.421437717212%","","$96.68","Short Term","$12.66","No","","07/24/2024","","","","","","",""
"NVDL 08/09/2024 77.00 C","CALL GRNITSHR 1.5X LNG NVDA $77 EXP 08/09/24","07/25/2024","07/25/2024","1","$2.79","$0.78","$279.33","$77.66","$201.67","72.197758923138%","","$201.67","Short Term","$77.66","No","","07/24/2024","","","","","","",""
"NVDL 07/26/2024 66.00 P","PUT GRNITSHR 1.5X LNG NVDA $66 EXP 07/26/24","07/23/2024","07/23/2024","1","$5.37","$3.21","$537.33","$320.66","$216.67","40.323451138034%","","$216.67","Short Term","$320.66","No","","07/22/2024","","","","","","",""
"NVDL 07/26/2024 67.00 P","PUT GRNITSHR 1.5X LNG NVDA $67 EXP 07/26/24","07/23/2024","07/23/2024","1","$6.34","$3.71","$634.32","$370.66","$263.66","41.565771219574%","","$263.66","Short Term","$370.66","No","","07/22/2024","","","","","","",""
"NVDA 09/20/2024 50.00 C","CALL NVIDIA CORP $50 EXP 09/20/24","07/22/2024","07/22/2024","1","$30.40","$68.97","$3,040.31","$6,896.66","-$3,856.35","-126.840684009196%","","-$3,856.35","Short Term","$6,896.66","No","","07/19/2024","","","","","","",""
"NVDL 07/19/2024 66.00 P","PUT GRNITSHR 1.5X LNG NVDA $66 EXP 07/19/24","07/22/2024","07/22/2024","1","$2.12","$3.23","$212.33","$322.66","-$110.33","-51.961569255404%","","-$110.33","Short Term","$322.66","No","","07/19/2024","","","","","","",""
"NVDL 07/19/2024 67.00 P","PUT GRNITSHR 1.5X LNG NVDA $67 EXP 07/19/24","07/22/2024","07/22/2024","1","$2.39","$4.76","$239.33","$475.66","-$236.33","-98.746500647641%","","-$236.33","Short Term","$475.66","No","","07/19/2024","","","","","","",""
"NVDL 07/19/2024 70.00 P","PUT GRNITSHR 1.5X LNG NVDA $70 EXP 07/19/24","07/22/2024","07/22/2024","1","$2.42","$7.41","$242.33","$740.66","-$498.33","-205.641067965171%","","-$498.33","Short Term","$740.66","No","","07/19/2024","","","","","","",""
"NVDL 07/19/2024 77.00 C","CALL GRNITSHR 1.5X LNG NVDA $77 EXP 07/19/24","07/22/2024","07/22/2024","1","$4.47","$0.04","$447.33","$4.01","$443.32","99.103570071312%","","$443.32","Short Term","$4.01","No","","07/19/2024","","","","","","",""
"NVDL 07/26/2024 80.00 C","CALL GRNITSHR 1.5X LNG NVDA $80 EXP 07/26/24","07/22/2024","07/22/2024","1","$4.43","$0.21","$443.33","$20.66","$422.67","95.339814585072%","","$422.67","Short Term","$20.66","No","","07/19/2024","","","","","","",""
"NVDL 08/02/2024 80.00 C","CALL GRNITSHR 1.5X LNG NVDA $80 EXP 08/02/24","07/22/2024","07/22/2024","1","$5.49","$0.72","$549.32","$71.66","$477.66","86.954780455836%","","$477.66","Short Term","$71.66","No","","07/19/2024","","","","","","",""
"NVDL 08/02/2024 80.00 C","CALL GRNITSHR 1.5X LNG NVDA $80 EXP 08/02/24","07/22/2024","07/22/2024","1","$3.56","$0.72","$356.33","$71.66","$284.67","79.889428338899%","","$284.67","Short Term","$71.66","No","","07/19/2024","","","","","","",""
"NVDL 08/09/2024 85.00 C","CALL GRNITSHR 1.5X LNG NVDA $85 EXP 08/09/24","07/22/2024","07/22/2024","1","$2.80","$0.88","$280.33","$87.66","$192.67","68.729711411551%","","$192.67","Short Term","$87.66","No","","07/19/2024","","","","","","",""
"BABA1 03/21/2025 75.00 P","PUT ALIBABA GROUP HLDG LTD $75 EXP 03/21/25","07/18/2024","07/18/2024","1","$6.99","$6.29","$699.33","$628.66","$70.67","10.105386584302%","","$70.67","Short Term","$628.66","No","","07/17/2024","","","","","","",""
"NVDA 09/20/2024 50.00 C","CALL NVIDIA CORP $50 EXP 09/20/24","07/18/2024","07/18/2024","1","$30.40","$70.31","$3,040.31","$7,030.66","-$3,990.35","-131.248129302604%","","-$3,990.35","Short Term","$7,030.66","No","","07/17/2024","","","","","","",""
"NVDL 07/19/2024 85.00 C","CALL GRNITSHR 1.5X LNG NVDA $85 EXP 07/19/24","07/17/2024","07/17/2024","1","$3.19","$0.13","$319.33","$12.66","$306.67","96.035449221808%","","$306.67","Short Term","$12.66","No","","07/16/2024","","","","","","",""
"BABA1 03/21/2025 75.00 P","PUT ALIBABA GROUP HLDG LTD $75 EXP 03/21/25","07/16/2024","07/16/2024","1","$6.99","$5.76","$699.33","$575.66","$123.67","17.684069037507%","","$123.67","Short Term","$575.66","No","","07/15/2024","","","","","","",""
"NVDL 07/12/2024 77.00 C","CALL GRNITSHR 1.5X LNG NVDA $77 EXP 07/12/24","07/15/2024","07/15/2024","1","$1.46","$1.19","$146.34","$118.66","$27.68","18.914855815225%","","$27.68","Short Term","$118.66","No","","07/12/2024","","","","","","",""
"NVDL 07/12/2024 70.00 P","PUT GRNITSHR 1.5X LNG NVDA $70 EXP 07/12/24","07/12/2024","07/12/2024","3","$3.47","$0.48","$1,040.98","$142.98","$898.00","86.264865799535%","","$898.00","Short Term","$142.98","No","","07/11/2024","","","","","","",""
"SNOW 07/12/2024 165.00 C","CALL SNOWFLAKE INC $165 EXP 07/12/24","07/12/2024","06/07/2024","1","$0.27","$0.00","$27.34","$0.00","$27.34","100%","","$27.34","Short Term","$0.00","No","","07/12/2024","","","","","","",""
"NVDL 07/12/2024 55.00 P","PUT GRNITSHR 1.5X LNG NVDA $55 EXP 07/12/24","07/11/2024","07/11/2024","2","$1.01","$0.05","$202.66","$10.02","$192.64","95.055758413106%","","$192.64","Short Term","$10.02","No","","07/10/2024","","","","","","",""
"NVDL 09/20/2024 40.00 C","CALL GRNITSHR 1.5X LNG NVDA $40 EXP 09/20/24","07/11/2024","07/11/2024","3","$34.57","$42.91","$10,371.72","$12,871.98","-$2,500.26","-24.10651270956%","","-$2,500.26","Short Term","$12,871.98","No","","07/10/2024","","","","","","",""
"NVDL 12/20/2024 24.00 P","PUT GRNITSHR 1.5X LNG NVDA $24 EXP 12/20/24","07/11/2024","07/11/2024","3","$4.59","$0.66","$1,378.00","$196.98","$1,181.02","85.705370101597%","","$1,181.02","Short Term","$196.98","No","","07/10/2024","","","","","","",""
"NVDL 12/20/2024 24.00 P","PUT GRNITSHR 1.5X LNG NVDA $24 EXP 12/20/24","07/11/2024","07/11/2024","24","$4.49","$0.66","$10,783.98","$1,575.87","$9,208.11","85.386935064791%","","$9,208.11","Short Term","$1,575.87","No","","07/10/2024","","","","","","",""
"NVDL 09/20/2024 30.00 P","PUT GRNITSHR 1.5X LNG NVDA $30 EXP 09/20/24","07/08/2024","07/08/2024","6","$2.92","$0.58","$1,754.00","$345.97","$1,408.03","80.275370581528%","","$1,408.03","Short Term","$345.97","No","","07/05/2024","","","","","","",""
"NVDL 09/20/2024 43.33 C","CALL GRNITSHR 1.5X LNG NVDA $43.33 EXP 09/20/24","07/08/2024","07/08/2024","1","$14.72","$32.51","$1,472.33","$3,250.66","-$1,778.33","-120.783384159801%","","-$1,778.33","Short Term","$3,250.66","No","","07/05/2024","","","","","","",""
"NVDL 07/05/2024 66.00 P","PUT GRNITSHR 1.5X LNG NVDA $66 EXP 07/05/24","07/05/2024","07/05/2024","1","$1.66","$0.14","$166.34","$13.66","$152.68","91.787904292413%","","$152.68","Short Term","$13.66","No","","07/03/2024","","","","","","",""
"NVDL 07/05/2024 67.00 P","PUT GRNITSHR 1.5X LNG NVDA $67 EXP 07/05/24","07/05/2024","07/05/2024","1","$2.61","$0.16","$261.33","$15.66","$245.67","94.007576627253%","","$245.67","Short Term","$15.66","No","","07/03/2024","","","","","","",""
"NVDL 07/26/2024 85.00 C","CALL GRNITSHR 1.5X LNG NVDA $85 EXP 07/26/24","07/03/2024","07/03/2024","1","$3.89","$1.76","$389.33","$175.66","$213.67","54.881463026225%","","$213.67","Short Term","$175.66","No","","07/02/2024","","","","","","",""
"TSLA 12/20/2024 190.00 C","CALL TESLA INC $190 EXP 12/20/24","07/03/2024","07/03/2024","1","$11.22","$56.47","$1,122.33","$5,646.66","-$4,524.33","-403.119403384031%","","-$4,524.33","Short Term","$5,646.66","No","","07/02/2024","","","","","","",""
"NVDL 07/05/2024 80.00 C","CALL GRNITSHR 1.5X LNG NVDA $80 EXP 07/05/24","07/02/2024","07/02/2024","1","$1.38","$0.18","$138.34","$17.66","$120.68","87.2343501518%","","$120.68","Short Term","$17.66","No","","07/01/2024","","","","","","",""
"TSLA 03/21/2025 190.00 P","PUT TESLA INC $190 EXP 03/21/25","07/02/2024","07/02/2024","1","$25.71","$22.23","$2,571.27","$2,222.66","$348.61","13.557891625539%","","$348.61","Short Term","$2,222.66","No","","07/01/2024","","","","","","",""
"NVDL 07/05/2024 70.00 P","PUT GRNITSHR 1.5X LNG NVDA $70 EXP 07/05/24","07/01/2024","07/01/2024","3","$3.08","$1.92","$923.98","$574.98","$349.00","37.771380332908%","","$349.00","Short Term","$574.98","No","","06/28/2024","","","","","","",""
"NVDL 07/19/2024 40.00 C","CALL GRNITSHR 1.5X LNG NVDA $40 EXP 07/19/24","07/01/2024","07/01/2024","3","$8.07","$32.99","$2,422.00","$9,895.98","-$7,473.98","-308.587118084228%","","-$7,473.98","Short Term","$9,895.98","No","","06/28/2024","","","","","","",""
"NVDL 07/19/2024 40.00 C","CALL GRNITSHR 1.5X LNG NVDA $40 EXP 07/19/24","07/01/2024","07/01/2024","1","$8.07","$32.47","$807.33","$3,246.66","-$2,439.33","-302.147820593809%","","-$2,439.33","Short Term","$3,246.66","No","","06/28/2024","","","","","","",""
"NVDL 07/19/2024 60.00 P","PUT GRNITSHR 1.5X LNG NVDA $60 EXP 07/19/24","07/01/2024","07/01/2024","1","$2.12","$1.64","$212.33","$163.66","$48.67","22.921866905289%","","$48.67","Short Term","$163.66","No","","06/28/2024","","","","","","",""
"NVDL 07/26/2024 50.00 P","PUT GRNITSHR 1.5X LNG NVDA $50 EXP 07/26/24","07/01/2024","07/01/2024","2","$1.44","$0.80","$288.66","$159.32","$129.34","44.807039423543%","","$129.34","Short Term","$159.32","No","","06/28/2024","","","","","","",""
"NVDL 07/26/2024 50.00 P","PUT GRNITSHR 1.5X LNG NVDA $50 EXP 07/26/24","07/01/2024","07/01/2024","1","$1.52","$0.80","$152.34","$79.66","$72.68","47.70907181305%","","$72.68","Short Term","$79.66","No","","06/28/2024","","","","","","",""
"BABA1 08/16/2024 80.00 C","CALL ALIBABA GROUP HLDG LTD $80 EXP 08/16/24","06/28/2024","06/28/2024","1","$9.77","$1.63","$977.33","$162.66","$814.67","83.35669630524%","","$814.67","Short Term","$162.66","No","","06/27/2024","","","","","","",""
"NVDL 06/28/2024 70.00 P","PUT GRNITSHR 1.5X LNG NVDA $70 EXP 06/28/24","06/28/2024","06/28/2024","1","$1.38","$1.19","$138.34","$119.00","$19.34","13.980049154258%","","$19.34","Short Term","$119.00","No","","06/27/2024","","","","","","",""
"NVDL 06/28/2024 70.00 P","PUT GRNITSHR 1.5X LNG NVDA $70 EXP 06/28/24","06/28/2024","06/28/2024","1","$1.32","$1.19","$132.34","$118.99","$13.35","10.087653014961%","","$13.35","Short Term","$118.99","No","","06/27/2024","","","","","","",""
"NVDL 06/28/2024 70.00 P","PUT GRNITSHR 1.5X LNG NVDA $70 EXP 06/28/24","06/28/2024","06/28/2024","1","$1.34","$1.19","$134.34","$118.99","$15.35","11.426231948787%","","$15.35","Short Term","$118.99","No","","06/27/2024","","","","","","",""
"NVDL 07/05/2024 60.00 P","PUT GRNITSHR 1.5X LNG NVDA $60 EXP 07/05/24","06/28/2024","06/28/2024","1","$2.22","$0.51","$222.33","$50.66","$171.67","77.214051185175%","","$171.67","Short Term","$50.66","No","","06/27/2024","","","","","","",""
"TSLA 01/17/2025 190.00 P","PUT TESLA INC $190 EXP 01/17/25","06/27/2024","06/27/2024","1","$29.07","$22.45","$2,907.32","$2,244.66","$662.66","22.792812624685%","","$662.66","Short Term","$2,244.66","No","","06/26/2024","","","","","","",""
"NVDL 06/28/2024 67.00 P","PUT GRNITSHR 1.5X LNG NVDA $67 EXP 06/28/24","06/26/2024","06/26/2024","1","$1.46","$1.31","$146.34","$130.66","$15.68","10.714773814405%","","$15.68","Short Term","$130.66","No","","06/25/2024","","","","","","",""
"NVDL 07/05/2024 55.00 P","PUT GRNITSHR 1.5X LNG NVDA $55 EXP 07/05/24","06/26/2024","06/26/2024","2","$0.97","$0.46","$193.66","$91.32","$102.34","52.845192605597%","","$102.34","Short Term","$91.32","No","","06/25/2024","","","","","","",""
"NVDL 07/19/2024 40.00 C","CALL GRNITSHR 1.5X LNG NVDA $40 EXP 07/19/24","06/26/2024","06/26/2024","1","$8.07","$31.31","$807.33","$3,130.66","-$2,323.33","-287.779470600622%","","-$2,323.33","Short Term","$3,130.66","No","","06/25/2024","","","","","","",""
"NVDL 07/19/2024 49.00 P","PUT GRNITSHR 1.5X LNG NVDA $49 EXP 07/19/24","06/26/2024","06/26/2024","1","$1.23","$0.66","$123.34","$65.66","$57.68","46.765039727582%","","$57.68","Short Term","$65.66","No","","06/25/2024","","","","","","",""
"SNOW 06/28/2024 180.00 C","CALL SNOWFLAKE INC $180 EXP 06/28/24","06/26/2024","06/26/2024","3","$0.27","$0.02","$82.01","$6.03","$75.98","92.64723814169%","","$75.98","Short Term","$6.03","No","","06/25/2024","","","","","","",""
"NVDL 06/28/2024 47.00 P","PUT GRNITSHR 1.5X LNG NVDA $47 EXP 06/28/24","06/25/2024","06/25/2024","1","$1.69","$0.21","$169.34","$20.66","$148.68","87.799692925475%","","$148.68","Short Term","$20.66","No","","06/24/2024","","","","","","",""
"NVDL 06/28/2024 47.00 P","PUT GRNITSHR 1.5X LNG NVDA $47 EXP 06/28/24","06/25/2024","06/25/2024","1","$0.96","$0.16","$96.34","$15.66","$80.68","83.74506954536%","","$80.68","Short Term","$15.66","No","","06/24/2024","","","","","","",""
"NVDL 06/28/2024 55.00 P","PUT GRNITSHR 1.5X LNG NVDA $55 EXP 06/28/24","06/25/2024","06/25/2024","2","$0.76","$0.37","$152.67","$74.32","$78.35","51.319840178162%","","$78.35","Short Term","$74.32","No","","06/24/2024","","","","","","",""
"NVDL 06/28/2024 60.00 P","PUT GRNITSHR 1.5X LNG NVDA $60 EXP 06/28/24","06/25/2024","06/25/2024","1","$1.68","$1.16","$168.34","$115.66","$52.68","31.293810146133%","","$52.68","Short Term","$115.66","No","","06/24/2024","","","","","","",""
"NVDL 06/28/2024 85.00 C","CALL GRNITSHR 1.5X LNG NVDA $85 EXP 06/28/24","06/25/2024","06/25/2024","1","$1.28","$0.32","$128.34","$31.66","$96.68","75.331151628487%","","$96.68","Short Term","$31.66","No","","06/24/2024","","","","","","",""
"NVDL 07/19/2024 35.00 P","PUT GRNITSHR 1.5X LNG NVDA $35 EXP 07/19/24","06/25/2024","06/25/2024","4","$2.14","$0.21","$857.34","$82.64","$774.70","90.360883663424%","","$774.70","Short Term","$82.64","No","","06/24/2024","","","","","","",""
"NVDL 07/19/2024 48.00 P","PUT GRNITSHR 1.5X LNG NVDA $48 EXP 07/19/24","06/25/2024","06/25/2024","1","$2.19","$1.11","$219.33","$110.66","$108.67","49.546345689144%","","$108.67","Short Term","$110.66","No","","06/24/2024","","","","","","",""
"NVDL 07/19/2024 48.00 P","PUT GRNITSHR 1.5X LNG NVDA $48 EXP 07/19/24","06/25/2024","06/25/2024","1","$2.19","$1.11","$219.33","$110.66","$108.67","49.546345689144%","","$108.67","Short Term","$110.66","No","","06/24/2024","","","","","","",""
"NVDL 07/19/2024 48.00 P","PUT GRNITSHR 1.5X LNG NVDA $48 EXP 07/19/24","06/25/2024","06/25/2024","1","$1.77","$1.11","$177.34","$110.66","$66.68","37.600090222172%","","$66.68","Short Term","$110.66","No","","06/24/2024","","","","","","",""
"NVDL 07/19/2024 48.00 P","PUT GRNITSHR 1.5X LNG NVDA $48 EXP 07/19/24","06/25/2024","06/25/2024","1","$2.09","$1.11","$209.33","$110.66","$98.67","47.136100893326%","","$98.67","Short Term","$110.66","No","","06/24/2024","","","","","","",""
"NVDL 07/19/2024 48.00 P","PUT GRNITSHR 1.5X LNG NVDA $48 EXP 07/19/24","06/25/2024","06/25/2024","1","$2.79","$1.11","$279.33","$110.66","$168.67","60.383775462714%","","$168.67","Short Term","$110.66","No","","06/24/2024","","","","","","",""
"NVDL 06/21/2024 85.00 C","CALL GRNITSHR 1.5X LNG NVDA $85 EXP 06/21/24","06/24/2024","06/24/2024","1","$1.23","$0.03","$123.34","$3.01","$120.33","97.559591373439%","","$120.33","Short Term","$3.01","No","","06/21/2024","","","","","","",""
"GOOG","ALPHABET INC. C","06/21/2024","02/26/2024","2","$152.89","$139.66","$305.78","$279.33","$26.45","9.469086743279%","","$26.45","Short Term","$279.33","No","","06/21/2024","","","","","","",""
"GOOG","ALPHABET INC. C","06/21/2024","02/02/2024","98","$152.89","$142.16","$14,983.13","$13,932.17","$1,050.96","7.54340493979%","","$1,050.96","Short Term","$13,932.17","No","","06/21/2024","","","","","","",""
"NVDL 06/21/2024 43.00 P","PUT GRNITSHR 1.5X LNG NVDA $43 EXP 06/21/24","06/18/2024","06/18/2024","1","$0.09","$0.04","$9.34","$4.01","$5.33","57.066381156317%","","$5.33","Short Term","$4.01","No","","06/17/2024","","","","","","",""
